"content","date","Type_of_communication","link","title"
"PMS-Amlodipine-Atorvastatin (2014-12-31) Recalled Products  PMS-Amlodipine-Atorvastatin  This lot is not complaint to the specifications for a known degradation product (12 months stability testing)  Retailers    PMS-Amlodipine-Atorvastatin DIN 02404249 Tablets Amlodipine (Amlodipine Besylate)  10 mg...","
									2014-12-31								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/43239r-eng.php","PMS-Amlodipine-Atorvastatin (2014-12-31)"
"Health Canada tested two products labelled as “Jetfuel Superburn”– one an authorized product with a Natural Product Number (NPN) on the label, the other labelled as an “Extra Strength” Dietary Supplement without an NPN. The tests detected amphetamine-like stimulants beta-methylphenethylamine...","
                                        2014-12-24                                    ","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/43087r-eng.php","""""Jetfuel Superburn"""" recalled after Health Canada tests find undeclared drug ingredients"
"Health products quarantined from two sites in India as Health Canada assesses data integrity concerns    At Health Canada's request, Canadian importers have agreed to quarantine health products from the following two India-based sites due to data integrity concerns:  Dr. Reddy's Laboratories in Srikakulam,...","
									2014-12-23								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/43061a-eng.php","Health products quarantined from two sites in India as Health Canada assesses data integrity concerns"
"Tadalafil should only be used under the supervision of a healthcare practitioner. Products containing tadalafil or its analogs (very similar substances) should never be used by individuals taking any kind of nitrate drug (e.g. nitroglycerine) as it can cause potentially life-threatening low blood pressure.Individuals...","
                                        2014-12-19                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/43031a-eng.php","""""Herberex"""" sex enhancement product recalled after Health Canada tests found hidden drug ingredient"
"Lignospan Standard and Oraverse (2014-12-12) Recalled products  A. Lignospan Standard B. Oraverse  A partial number of boxes from lot D01028c (Lignospan Standard) / D00989c (Oraverse) are subject to the recall following exposure to sub-zero temperatures during transportation potentially resulting in...","
									2014-12-12								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/43053r-eng.php","Lignospan Standard and Oraverse (2014-12-12)"
"STERRAD Product Recall (2014-12-08) Recalled Products   STERRAD 50 Cassette  STERRAD 100 Cassette LIQ 58%  STERRAD 100NX Cassette  STERRAD NX Cassette  The leak indicator on the STERRAD System cassettes packaging assembly may not function properly after exposure to hydrogen peroxide. The leak indicator...","
									2014-12-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42919r-eng.php","STERRAD Product Recall (2014-12-08)"
"Additional dangerous products from Rapha Biotech Inc. found at  """"ShopForYou"""" in Vancouver   The issue: Further to a previous communication, Health Canada testing has found three additional health products removed from sale at ShopForYou in Vancouver, B.C., with undeclared ingredients that may pose serious...","
									2014-12-05								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42813a-eng.php","Additional dangerous products from Rapha Biotech Inc. found at  """"ShopForYou"""" in Vancouver"
"Praxis AC&C Tablets (2014-12-04) Recalled Products  Praxis AC&C Tablets  Production problems result in variation in the concentration of codeine beyond the established specification towards the end of the storage period.  Retaillers    Praxis AC&C Tablets DIN 02303299 Tablet Acetylsalicylic Acid 375...","
									2014-12-04								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42917r-eng.php","Praxis AC&C Tablets (2014-12-04)"
"Mitoxantrone injection USP (2014-11-21) Recalled products  Mitoxantrone injection USP  Lot A024636AC did not meet the specification for the individual unknown impurity during the stability testing.  Retailers    Mitoxantrone injection USP DIN 02244614 Solution 2 mg/mL...","
									2014-12-02								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42789r-eng.php","Mitoxantrone injection USP (2014-11-21)"
"A.C.& C 8 mg Tab (2014-12-01) Recalled Products   London Drugs A.C.& C 8 mg Tab  Stanley A.C.& C 8 mg Tab  Equate A.C.& C 8 mg Tab  Life Brand A.C.& C 8 mg Tab  A sample of the product failed to meet the codeine phosphate assay requirement of 90.0-110.0% at the 24 month stability time point; expiry date...","
									2014-12-01								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42915r-eng.php","A.C.& C 8 mg Tab (2014-12-01)"
"Health Canada reminds Canadians not to use unauthorized health products   The issue: A vendor in Atlantic Canada (Health Recovery Information) is selling Miracle Mineral Solution (MMS), an unauthorized drug product which Health Canada has previously warned may pose serious risks to health if ingested....","
									2014-11-28								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42753a-eng.php","Health Canada reminds Canadians not to use unauthorized health products"
"Information Update - Marijuana for Medical Purposes - Advertising and Licensed Producers   Issue OTTAWA – On November 25, 2014, Health Canada issued warning letters to 20 licensed producers regarding their advertising practices. These warning letters are in follow-up to an advertising bulletin sent...","
									2014-11-25								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42677a-eng.php","Information Update - Marijuana for Medical Purposes - Advertising and Licensed Producers"
"FERAHEME (ferumoxytol) - Important Changes to the Delivery and New Restrictions on the Use Due to Information on Serious Allergic Reactions - For the Public   This is duplicated text of a letter from Takeda Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice...","
									2014-11-21								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42609a-eng.php","FERAHEME (ferumoxytol) - Important Changes to the Delivery and New Restrictions on the Use Due to Information on Serious Allergic Reactions - For the Public"
"FERAHEME (ferumoxytol) - Important Changes to the Delivery and New Restrictions on the Use Due to Information on Serious Allergic Reactions - For Health Professionals   This is duplicated text of a letter from Takeda Canada Inc. Contact the company for a copy of any references, attachments or enclosures....","
									2014-11-21								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42607a-eng.php","FERAHEME (ferumoxytol) - Important Changes to the Delivery and New Restrictions on the Use Due to Information on Serious Allergic Reactions - For Health Professionals"
"IMOVANE (zopiclone) - New Dosage Recommendations to Minimize the Risk of Next-Day Impairment - For the Public   This is duplicated text of a letter from sanofi-aventis Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories PUBLIC...","
									2014-11-19								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42255a-eng.php","IMOVANE (zopiclone) - New Dosage Recommendations to Minimize the Risk of Next-Day Impairment - For the Public"
"IMOVANE (zopiclone) - New Dosage Recommendations to Minimize the Risk of Next-Day Impairment - For Health Professionals   This is duplicated text of a letter from sanofi-aventis Canada Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories...","
									2014-11-19								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42253a-eng.php","IMOVANE (zopiclone) - New Dosage Recommendations to Minimize the Risk of Next-Day Impairment - For Health Professionals"
"Health Canada reviewing possible safety concerns with certain long-term antiplatelet (blood thinner) therapy; Benefits of treatment still outweigh potential risks    Health Canada is aware of and will be reviewing new evidence on the safety of long-term use of the prescription blood-thinners clopidogrel...","
									2014-11-18								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42265a-eng.php","Health Canada reviewing possible safety concerns with certain long-term antiplatelet (blood thinner) therapy; Benefits of treatment still outweigh potential risks"
"REMINYL ER (galantamine hydrobromide) - New Safety Information Regarding the Risk of Serious Skin Reactions - For the Public   This is duplicated text of a letter from Janssen Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories PUBLIC...","
									2014-11-18								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42237a-eng.php","REMINYL ER (galantamine hydrobromide) - New Safety Information Regarding the Risk of Serious Skin Reactions - For the Public"
"REMINYL ER (galantamine hydrobromide) - New Safety Information Regarding the Risk of Serious Skin Reactions - For Health Professionals   This is duplicated text of a letter from Janssen Inc. Contact the company for a copy of any references, attachments or enclosures. Notice about Health Canada advisories...","
									2014-11-18								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42235a-eng.php","REMINYL ER (galantamine hydrobromide) - New Safety Information Regarding the Risk of Serious Skin Reactions - For Health Professionals"
"API Recall by Attix Pharmaceuticals (2014-11-13) Recalled Products  API Recall by Attix Pharmaceutical  All products were re-packaged on the same day as a penicillin product had been repackaged. There was a potential of cross contamination.  Retailers   ,,,,,,,,,,,,,,,,,,,,,,, Adenosine 5-monophosphate...","
									2014-11-13								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/43577r-eng.php","API Recall by Attix Pharmaceuticals (2014-11-13)"
"TB Potassium Permanganate (2014-10-29) Recalled Products  TB Potassium Permanganate  A technical investigation has confirmed that the referenced product Remel TB Potassium Permanganate may appear cloudy or discolored and may not perform correctly. Continued use of this lot could cause false negative...","
									2014-10-29								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42197r-eng.php","TB Potassium Permanganate (2014-10-29)"
"Pro-Derm SPF Recall (2014-10-27) Recalled Products  A. Pro-Derm SPF 20 Daytime Fluid B. Pro-Derm SPF 60  The lot does not meet the stability specifications for avobenzone content.  Retailers   , A. Pro-Derm SPF 20 Daytime Fluid, B. Pro-Derm SPF 60 DIN 02247760,DIN 02283506 Gel, Cream Avobenzone 3% Titanium...","
									2014-10-27								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42119r-eng.php","Pro-Derm SPF Recall (2014-10-27)"
"Health Canada takes action to restrict import of products from three Micro Labs facilities in India    Health Canada took action today to restrict the import of health products from three Micro Labs facilities in India (Bangalore, Goa and Hosur) because of data integrity concerns identified in recent...","
									2014-10-27								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/41963a-eng.php","Health Canada takes action to restrict import of products from three Micro Labs facilities in India"
"Sucrets Extra Strength Cherry DM (2014-10-22) Recalled Products  Sucrets Extra Strength Cherry DM  Recall is due to out of specification assay result obtained during routine stability of the product- the product failed assay result for Dextromethorphan HBR at 18 month time frame.The acceptable range...","
									2014-10-22								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/42111r-eng.php","Sucrets Extra Strength Cherry DM (2014-10-22)"
"No drug products containing sodium chlorite have been approved by Health Canada for consumption by humans. Sodium chlorite is authorized in Canada for use as a germicide by veterinarians and as a hard surface disinfectant. Sodium chlorite is commonly used for bleaching textiles, pulp and paper, as well...","
                                        2014-10-18                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2014/41859a-eng.php","Health Canada seizes dangerous health products from online retailer"
